series title,series number,series dates,subseries number,subseries title,subseries dates,file id,file title,file dates,extent,physdesc,internal only,restrictions,conditions governing access,scopecontent,note1,note2,instance type,container 1 type,container 1 number,container 2 type,container 2 number,container 3 type,container 3 number,geogname,geogname_source,corpname,corpname_source,famname,famname_source,name,name_source,persname,persname_source,subject,subject_source
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2 Hot Springs Planning Conference 1968-1969,1968-1969,,,,,,,,,Microform,Reel,418,Box,IV 66,Folder,2,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,"File 3 ""I-K"" Miscellaneous Correspondence 1966-1970",1966-1970,,,,,,,,,Microform,Reel,418,Box,IV 66,Folder,3,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4 Institute of International Education and Southern University Conference 1965,1965,,,,,,,,,Microform,Reel,418,Box,IV 66,Folder,4,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5 International Congress on Air Technology 1965-1966,1965-1966,,,,,,,,,Microform,Reel,418,Box,IV 66,Folder,5,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6 Investment Opportunities 1965-1966,1965-1966,,,,,,,,,Microform,Reel,418,Box,IV 66,Folder,6,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Invitations 1965-1967 file 1 of 2,1965-1967 ,,,,,,,,,Microform,Reel,418,Box,IV 67,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Invitations 1965-1967 file 2 of 2,1965-1967 ,,,,,,,,,Microform,Reel,418,Box,IV 67,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2 Itineraries 1964-1965,1964-1965,,,,,,,,,Microform,Reel,418,Box,IV 67,Folder,2,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,"File 3 ""L"" Miscellaneous Correspondence 1966-1970",1966-1970,,,,,,,,,Microform,Reel,418,Box,IV 67,Folder,3,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4 Leavitt Agency 1967-1969,1967-1969,,,,,,,,,Microform,Reel,418,Box,IV 67,Folder,4,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5 Legislative Calendar 1967-1970,1967-1970,,,,,,,,,Microform,Reel,418,Box,IV 67,Folder,5,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6 Legislative proposals by WR 1969,1969,,,,,,,,,Microform,Reel,418,Box,IV 67,Folder,6,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 7 Legislators' Meeting Winrock Farms 1969 January 2-11,1969 ,,,,,,,,,Microform,Reel,418,Box,IV 67,Folder,7,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1 Lists Miscellaneous 1968,1968,,,,,,,,,Microform,Reel,419,Box,IV 68,Folder,1,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,"File 2 ""M"" Miscellaneous correspondence 1964-1970",1964-1970,,,,,,,,,Microform,Reel,419,Box,IV 68,Folder,2,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3 McCaskey Report Museum of Automobiles 1967-1968,1967-1968,,,,,,,,,Microform,Reel,419,Box,IV 68,Folder,3,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4 McClurkin W. D. Dr. 1966,1966,,,,,,,,,Microform,Reel,419,Box,IV 68,Folder,4,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Memos John Ward 1970 January-June,1970 ,,,,,,,,,Microform,Reel,419,Box,IV 69,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Memos John Ward 1970 July-December,1970 ,,,,,,,,,Microform,Reel,419,Box,IV 69,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1c Memos PR Staff 1970 file 1 of 2,1970 ,,,,,,,,,Microform,Reel,419,Box,IV 69,Folder,1c,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1d Memos PR Staff 1970 file 2 of 2,1970 ,,,,,,,,,Microform,Reel,419,Box,IV 69,Folder,1d,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2 Memos 1969,1969,,,,,,,,,Microform,Reel,419,Box,IV 69,Folder,2,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Memos 1967 File 1b Memos 1968,"1967, 1968",,,,,,,,,Microform,Reel,419,Box,IV 70,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Memos 1964-1966 file 1 of 3,1964-1966 ,,,,,,,,,Microform,Reel,419,Box,IV 70,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Memos 1964-1966 file 2 of 3,1964-1966 ,,,,,,,,,Microform,Reel,419,Box,IV 70,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2c Memos 1964-1966 file 3 of 3,1964-1966 ,,,,,,,,,Microform,Reel,419,Box,IV 70,Folder,2c,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3 Minorities Special Interest 1968,1968,,,,,,,,,Microform,Reel,419,Box,IV 70,Folder,3,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4 Museum of Automobiles 1964-1969,1964-1969,,,,,,,,,Microform,Reel,419,Box,IV 70,Folder,4,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,"File 1 ""N"" Miscellaneous Correspondence 1966-1970",1966-1970,,,,,,,,,Microform,Reel,420,Box,IV 71,Folder,1,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2 National Alliance of Businessmen 1970,1970,,,,,,,,,Microform,Reel,420,Box,IV 71,Folder,2,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3 New York Office 1964-1969,1964-1969,,,,,,,,,Microform,Reel,420,Box,IV 71,Folder,3,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4 News Media Arkansas 1964-1968,1964-1968,,,,,,,,,Microform,Reel,420,Box,IV 71,Folder,4,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5 News media Out-of-State 1965,1965,,,,,,,,,Microform,Reel,420,Box,IV 71,Folder,5,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6 Newsome Eugene 1965-1969,1965-1969,,,,,,,,,Microform,Reel,420,Box,IV 71,Folder,6,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,"File 7 ""O"" Miscellaneous Correspondence 1966-1970",1966-1970,,,,,,,,,Microform,Reel,420,Box,IV 71,Folder,7,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,"File 8 ""P"" Miscellaneous Correspondence 1965-1971",1965-1971,,,,,,,,,Microform,Reel,420,Box,IV 71,Folder,8,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1 Pictures General 1967-1971,1967-1971,,,,,,,,,Microform,Reel,420,Box,IV 72,Folder,1,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2 Polls: Lists and Correspondence 1965-1970,1965-1970,,,,,,,,,Microform,Reel,420,Box,IV 72,Folder,2,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3 Polls: Mid-South Opinion Surveys 1970 October 10,1970 ,,,,,,,,,Microform,Reel,420,Box,IV 72,Folder,3,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4a Polls: Belden Associates 1961 February 8-15 c. 1,1961 ,,,,,,,,,Microform,Reel,420,Box,IV 72,Folder,4a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4b Polls: Belden Associates 1961 February 8-15 c. 2,1961 ,,,,,,,,,Microform,Reel,420,Box,IV 72,Folder,4b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5 Polls: Belden Associates 1962 September 1-14,1962 ,,,,,,,,,Microform,Reel,420,Box,IV 72,Folder,5,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Polls: Belden Associates January 28-February 11 1964 Interview Specifications,1964 ,,,,,,,,,Microform,Reel,420,Box,IV 73,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Polls: Belden Associates January 28-February 11 1964 Report c. 1,1964,,,,,,,,,Microform,Reel,420,Box,IV 73,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1c Polls: Belden Associates January 28-February 11 1964 Report c. 2,1964,,,,,,,,,Microform,Reel,420,Box,IV 73,Folder,1c,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Polls: Belden Associates August 14-22 1964 c. 1,1964,,,,,,,,,Microform,Reel,420,Box,IV 73,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Polls: Belden Associates August 14-22 1964 c. 2,1964,,,,,,,,,Microform,Reel,420,Box,IV 73,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3a Polls: Belden Associates October 3-10 1964 c. 1,1964,,,,,,,,,Microform,Reel,420,Box,IV 73,Folder,3a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3b Polls: Belden Associates October 3-10 1964 c. 2,1964,,,,,,,,,Microform,Reel,420,Box,IV 73,Folder,3b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Polls: Belden Associates December 11-26 1964 c. 1 ,1964,,,,,,,,,Microform,Reel,420,Box,IV 74,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Polls: Belden Associates December 11-26 1964 c. 2,1964,,,,,,,,,Microform,Reel,420,Box,IV 74,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Polls: Belden Associates November 21-December 8 1965 c. 1,1965,,,,,,,,,Microform,Reel,420,Box,IV 74,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Polls: Belden Associates November 21-December 8 1965 c. 2,1965,,,,,,,,,Microform,Reel,420,Box,IV 74,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Polls: Belden Associates March 24-April 2 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Polls: Belden Associates March 24-April 2 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Polls: Belden Associates May 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Polls: Belden Associates May 1966 c. 2 and Interview Specifications,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3a Polls: Belden Associates May 25-31 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,3a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3b Polls: Belden Associates May 25-31 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,3b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4a Polls: Mid-South Opinion Surveys August 26 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,4a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4b Polls: Mid-South Opinion Surveys August 26 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,4b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5a Polls: Mid-South Opinion Surveys September 12 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,5a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5b Polls: Mid-South Opinion Surveys September 12 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,5b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6a Polls: Mid-South Opinion Surveys September 26 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,6a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6b Polls: Mid-South Opinion Surveys September 26 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,6b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 7a Polls: Mid-South Opinion Surveys September 28 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,7a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 7b Polls: Mid-South Opinion Surveys September 28 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 75,Folder,7b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Polls: Mid-South Opinion Surveys October 3 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Polls: Mid-South Opinion Surveys October 3 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Polls: Mid-South Opinion Surveys October 10 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Polls: Mid-South Opinion Surveys October 10 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3a Polls: Mid-South Opinion Surveys October 17 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,3a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3b Polls: Mid-South Opinion Surveys October 17 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,3b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4a Polls: Mid-South Opinion Surveys October 24 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,4a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4b Polls: Mid-South Opinion Surveys October 24 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,4b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5a Polls: Mid-South Opinion Surveys November 1 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,5a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5b Polls: Mid-South Opinion Surveys November 1 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,5b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6a Polls: Mid-South Opinion Surveys November 6 1966 c. 1,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,6a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6b Polls: Mid-South Opinion Surveys November 6 1966 c. 2,1966,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,6b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 7a Polls: Mid-South Opinion Surveys February 20 1967 c. 1,1967,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,7a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 7b Polls: Mid-South Opinion Surveys February 20 1967 c. 2,1967,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,7b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 8a Polls: Mid-South Opinion Surveys May 19 1967 c. 1,1967,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,8a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 8b Polls: Mid-South Opinion Surveys May 19 1967 c. 2,1967,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,8b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 9a Polls: Mid-South Opinion Surveys June 27 1967 c. 1,1967,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,9a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 9b Polls: Mid-South Opinion Surveys June 27 1967 c. 2,1967,,,,,,,,,Microform,Reel,420,Box,IV 76,Folder,9b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Polls: Mid-South Opinion Surveys August 20 1967 c. 1,1967,,,,,,,,,Microform,Reel,420,Box,IV 77,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Polls: Mid-South Opinion Surveys August 20 1967 c. 2,1967,,,,,,,,,Microform,Reel,420,Box,IV 77,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Polls: Mid-South Opinion Surveys October 6 1967 c. 1,1967,,,,,,,,,Microform,Reel,420,Box,IV 77,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Polls: Mid-South Opinion Surveys October 6 1967 c. 2,1967,,,,,,,,,Microform,Reel,420,Box,IV 77,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3a Polls: First Congressional District November 1967 c. 1,1967,,,,,,,,,Microform,Reel,421,Box,IV 77,Folder,3a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3b Polls: First Congressional District November 1967 c. 2,1967,,,,,,,,,Microform,Reel,421,Box,IV 77,Folder,3b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4a Polls: Mid-South Opinion Surveys November 22 1967 c. 1 ,1967,,,,,,,,,Microform,Reel,421,Box,IV 77,Folder,4a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4b Polls: Mid-South Opinion Surveys November 22 1967 c. 2,1967,,,,,,,,,Microform,Reel,421,Box,IV 77,Folder,4b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5 Polls: State and National 1967-1968,1967-1968,,,,,,,,,Microform,Reel,421,Box,IV 77,Folder,5,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1 Polls: Nelson Rockefeller 1967-1968,1967-1968,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,1,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Polls: Mid-South Opinion Surveys November 30 1967 c. 1,1967,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Polls: Mid-South Opinion Surveys November 30 1967 c. 2,1967,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3a Polls: Mid-South Opinion Surveys December 5 1967 c. 1,1967,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,3a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3b Polls: Mid-South Opinion Surveys December 5 1967 c. 2,1967,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,3b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4a Polls: Oliver Quayle and Company January 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,4a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4b Polls: Oliver Quayle and Company January 1968 c. 2   ,1968,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,4b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5a Polls: Mid-South Opinion Surveys February 1 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,5a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5b Polls: Mid-South Opinion Surveys February 1 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,5b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6a Polls: Mid-South Opinion Surveys April 1 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,6a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 6b Polls: Mid-South Opinion Surveys April 1 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 78,Folder,6b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Polls: Mid-South Opinion Surveys May 31 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Polls: Mid-South Opinion Surveys May 31 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Polls: Mid-South Opinion Surveys June 6 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Polls: Mid-South Opinion Surveys June 6 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3a Polls: Mid-South Opinion Surveys July 19 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,3a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3b Polls: Mid-South Opinion Surveys July 19 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,3b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4a Polls: Mid-South Opinion Surveys August 9 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,4a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 4b Polls: Mid-South Opinion Surveys August 9 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,4b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5a Polls: Mid-South Opinion Surveys September 5 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,5a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 5b Polls: Mid-South Opinion Surveys September 5 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 79,Folder,5b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1a Polls: Mid-South Opinion Surveys September 16 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 80,Folder,1a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 1b Polls: Mid-South Opinion Surveys September 16 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 80,Folder,1b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2a Polls: Mid-South Opinion Surveys September 18 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 80,Folder,2a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 2b Polls: Mid-South Opinion Surveys September 18 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 80,Folder,2b,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3a Polls: Mid-South Opinion Surveys September 23 1968 c. 1,1968,,,,,,,,,Microform,Reel,421,Box,IV 80,Folder,3a,,,,,,,,,,,,
Public Relations Office Files,IV,,IV.3,Subject Files General Correspondence and Polls,,,File 3b Polls: Mid-South Opinion Surveys September 23 1968 c. 2,1968,,,,,,,,,Microform,Reel,421,Box,IV 80,Folder,3b,,,,,,,,,,,,
