series number,series title,series dates,subseries number,subseries title,subseries dates,file id,file title,file dates,extent,physdesc,internal only,restrictions,conditions governing access,scopecontent,note1,note2,instance type,container 1 type,container 1 number,container 2 type,container 2 number,container 3 type,container 3 number,geogname,geogname_source,corpname,corpname_source,famname,famname_source,name,name_source,persname,persname_source,subject,subject_source
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.003,Biographical History Files,1947-1969,,Appointment And Resignation,1965-1968,,,,,,"Details of Young�s appointment as the University of Maine President, including congratulations (1965) and favorite books. Also, details of Young�s resignation (1968) including the press release on his departure.",,,Mixed materials,Box,1,Folder,6,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.003,Biographical History Files,1947-1969,,Bulletins,1965-1966,,,,,,"University of Maine Bulletins (1965-1968) featuring Young from his appointment to resignation. Also, University of Maine football program (1966) with data on the University of Maine (1965-1966).",,,Mixed materials,Box,1,Folder,7,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.003,Biographical History Files,1947-1969,,Statements And Addresses,1966-1968,,,,,,"Statements and addresses at University events, including: assembly for vice-president Humphrey (1968), senior Alumni breakfast speech from Annual meeting minutes (1966), and various class speeches, commencement at Husson College (1968), and speeches at local business organizations.",,,Mixed materials,Box,1,Folder,8,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.003,Biographical History Files,1947-1969,,Biographical Profile,1947-1967,,,,,,"Various miscellaneous items relating to Young�s career at the University of Maine and University of Wisconsin, including: his appointment to the State of Maine Committee on Educational Television (1967), application to the Agency For International Development (1966), details of resignations as President (1968) and Instructor in Economics (1947), attendance at various University events, various honors bestowed on Young, and salary increase (1967).",,,Mixed materials,Box,1,Folder,9,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.003,Biographical History Files,1947-1969,,Inauguration Committee,1965-1966,,,,,,"Details of the planning for Young�s inauguration. Includes: inauguration program, correspondence between Inauguration Committee members and invitees, press releases, newspaper clippings, planning documents, congratulations addressed to Young, and schedules.",,,Mixed materials,Box,1,Folder,10,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.003,Biographical History Files,1947-1969,,Calendars ,1966-1969,,,,,,Young�s work calendars (1966-1969).,,,Mixed materials,Box,2,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.010,Records Of President Hugh Edwin Young [Term 1965-1968],1947-1969,UA RG 0003.001.010.004,Administrative Files,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.001,Correspondence,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.002,Subject Files,1937-1973,,Stamp � Letters,1937-1958,,,,,,Commemorative stamps featuring Maine (1937 & 1958).,,,Mixed materials,Box,1,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.002,Subject Files,1937-1973,,Public Relations,1970-1973,,,,,,"Correspondence between Libby and Howard A. Keyo, Director of the University of Maine Department of Public Information and Central Services and correspondence of Libby that Keyo was cc. on. Includes: University policy changes (1970-1973), changing name of University of Maine at Orono Press (1972), campus relations (1972), grant funding (1972), various public relations issues (1970), publishing a bill folder for the University (1970), revised seal (1970-1971), campus newspaper (1971), advertising (1971), and articles and TV slots on the University (1971-1972). Also, report to Libby on Resource Allocation for the Early Seventies (1972) and various reference material.",,,Mixed materials,Box,1,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.002,Subject Files,1937-1973,,James E. Totman Portrait,1970-1971,,,,,,Details of the University of Maine hanging a portrait of James E. Totman in the student room�s Totman Room (1971). Includes newspaper clippings and correspondence between Libby and Totman�s brother regarding the hanging.,,,Mixed materials,Box,1,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.002,Subject Files,1937-1973,,Records Transfer,1970,,,,,,Letter from Fogler Library to Libby regarding the transfer of records.,,,Mixed materials,Box,1,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Photographs,1953-1969,,,,,,Various photographs of Libby including: headshots (1953) and Libby in a group at the University of Maine Presque Isle (1969).,,,Mixed materials,Box,1,Folder,5,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Building Dedication,1990,,,,,,"Correspondence regarding the University of Maine building dedication in Libby�s honor (1990), including: between Libby and President Dale W. Lick, press releases, newspaper clippings, and programs regarding the dedication. Also, request from Class of 1932 to President Hutchinson to hang the graduate picture from that year in the W.C. Libby Building.",,,Mixed materials,Box,1,Folder,6,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Memorial Service,1993,,,,,,"Details of Libby�s memorial service (1993), including notes for service, obituaries, program, various tributes, correspondence regarding the organization of the service, and biographical profile.",,,Mixed materials,Box,1,Folder,7,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Publicity,1967-1973,,,,,,"Newspaper articles (1967-1973) concerning Libby during his time at the University of Maine both as president, faculty member, and trustee.",,,Mixed materials,Box,1,Folder,8,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Addresses And Speeches,1964-1973,,,,,,"Addresses, speeches, and statements by Libby regarding: economic status of eastern Maine (1973), testimony in front of State of Maine legislators (1972), confidence in higher education (1970), crises at the University of Maine (1971), state of the University (1968), higher education (1968), complexities of change (1968), analysis and proposal related to student involvement (1968) and Maine economy (1964). Also, Vice President Agnew on the importance of the television news medium to the American people (1969) and speech at University of Maine Alumni Association in Newington, Connecticut (1971).",,,Mixed materials,Box,1,Folder,9,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Press Releases,1947-1986,,,,,,"Various miscellaneous University of Maine Department of Public Information and Central Services press releases featuring Libby (1960-1986) including: Libby�s appointment and retirement, speeches made by Libby post-retirement, plans for Centennial program (1964), opening of the College of Life Sciences and Agriculture�s technical program (1964), and details of appointments and visits. Also, biographical data (1972), personnel record (1948) and article by Libby on Maine potato industry (1947).",,,Mixed materials,Box,1,Folder,10,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Libby Family,1961-1973,,,,,,Newspaper clipping regarding Libby�s wife and children (1961-1973) and certificate from Orono High School for a varsity letter awarded to Libby�s daughter Joyce (1965-1966).,,,Mixed materials,Box,1,Folder,11,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Retirement,1973,,,,,,"Memorabilia from Libby�s retirement (1973), including: song lyrics, State of Maine order and appreciation letter from Dr. Lawrence Cutler.",,,Mixed materials,Box,1,Folder,12,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Photograph Album: 1960 Community Service Contest National Judging Tour ,1960,,,,,,Photograph Album from Community Service Contest National Judging Tour (1960).,,,Mixed materials,Box,2,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Medal: State Agriculture Experiment Stations Centennial ,1975,,,,,,Medal awarded to Libby for State Agriculture Experiment Stations Centennial (1975).,,,Mixed materials,Box,2,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Medal: Outstanding Civilian Service Award ,1972,,,,,,Medal awarded to Libby for Outstanding Civilian Service Award from the U.S. Army (1972).,,,Mixed materials,Box,2,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Awards,1968-1969,,,,,,Award certificates given to Libby from the State of Maine (1968 & 1969) and Pulp and Paper Foundation (1969).,,,Mixed materials,Box,3,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Letter To D. Blease & Others,1986,,,,,,"Letter from Libby to Nagem, Gray and Blease regarding his career at the University of Maine and his thoughts on the University in general.",,,Mixed materials,Box,3,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Reference Material,,,,,,,"Reference material belonging to Libby, featuring his marginalia.",,,Mixed materials,Box,3,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Honorary Degree Certificate To Libby From Bates College ,1970,,,,,,Honorary degree certificate awarded to Libby.,,,Mixed materials,Box,4,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Honorary Degree Certificate To Libby From Ricker College,1968,,,,,,Honorary degree certificate awarded to Libby.,,,Mixed materials,Box,4,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Honorary Degree Certificate To Libby From Colby College,,,,,,,Honorary degree certificate awarded to Libby.,,,Mixed materials,Box,4,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,Honorary Degree Certificate To Libby From Husson College,1970,,,,,,Honorary degree certificate awarded to Libby.,,,Mixed materials,Box,4,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.003,Biographical History Files,1947-1993,,University Of Maine Haiti Trip,1961,,,,,,Photograph album from University of Maine trip to Haiti.,,,Mixed materials,Box,4,Folder,5,,,,,,,,,,,,,,
UA RG 0003.001.011,Records Of President Winthrop Charles Libby [Term 1969-1973],1937-1993,UA RG 0003.001.011.004,Administrative Files,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.012,Records Of President Howard Ralph Neville [Term 1973-1979],1973-1984,UA RG 0003.001.012.001,Correspondence,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.012,Records Of President Howard Ralph Neville [Term 1973-1979],1973-1984,UA RG 0003.001.012.002,Subject Files,1973-1980,,Public Relations,1973-1980,,,,,,"Correspondence between Neville and Howard A. Keyo Director of the University of Maine Department of Public Information and Central Services and Len Harlow Director of Public Information and Public Services regarding public relations issues affecting the University of Maine. Includes: Agreement between the University of Maine and Dongguk University in South Korea, budget data (1974-1976), scholarships, fellowships, articles and TV slots on the University, committee appointments, report by Neville on �Thoughts on Graduate Education at UMO, 1975-1980�, and visit by an Apollo 14 astronaut (1974). ",,,Mixed materials,Box,1,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.012,Records Of President Howard Ralph Neville [Term 1973-1979],1973-1984,UA RG 0003.001.012.003,Biographical History Files,1974-1984,,Addresses And Speeches,1974-1978,,,,,,"Addresses, statements and speeches by Neville, including: from his appointment (1974), commencement, at the Academic Convocation (1974), faculty/professionals� breakfast (1974 & 1975), staffing data (1976), dedication of Harold Alfond Arena (1977), Alumni Reunion (1974-1976), and breakfast speech (1978).",,,Mixed materials,Box,1,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.012,Records Of President Howard Ralph Neville [Term 1973-1979],1973-1984,UA RG 0003.001.012.003,Biographical History Files,1974-1984,,Memorial Service,1982,,,,,,"Details of Neville�s memorial service (1982), including program, University press release, and newspaper obituary.",,,Mixed materials,Box,1,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.012,Records Of President Howard Ralph Neville [Term 1973-1979],1973-1984,UA RG 0003.001.012.003,Biographical History Files,1974-1984,,Biographical Profile,1974-1984,,,,,,"Biographical information on Neville, including: profile (1974), press releases and newspaper articles regarding his appointment as President (1974), photographs, statement denying resignation (1979), and press release on his resignation. Also, obituary for Neville�s wife Frederica (1980) and naming of English-Math Building in Neville�s honor (1984).",,,Mixed materials,Box,1,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.012,Records Of President Howard Ralph Neville [Term 1973-1979],1973-1984,UA RG 0003.001.012.004,Administrative Files,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.013,Records Of President Paul Hyman Silverman [Term 1980-1984],1968-1986,UA RG 0003.001.013.001,Correspondence,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.013,Records Of President Paul Hyman Silverman [Term 1980-1984],1968-1986,UA RG 0003.001.013.002,Subject Files,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.013,Records Of President Paul Hyman Silverman [Term 1980-1984],1968-1986,UA RG 0003.001.013.003,Biographical History Files,1968-1986,,Biographical Profile,1968-1986,,,,,,"Biographical profile of Silverman, including various facsimiles from �Who�s Who in America� and Who�s Who in Science� featuring Silverman (1968 & 1978-1979), curriculum vitae, and newspaper clipping regarding Silverman being among four finalists for presidency of the University of Missouri (1984) and his appointment at the Lawrence Berkeley Laboratory (1986).",,,Mixed materials,Box,1,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.013,Records Of President Paul Hyman Silverman [Term 1980-1984],1968-1986,UA RG 0003.001.013.003,Biographical History Files,1968-1986,,Addresses & Speeches,1981-1982,,,,,,Addresses from Silverman to the University of Maine faculty and professional staff (1981 & 1982).,,,Mixed materials,Box,1,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.013,Records Of President Paul Hyman Silverman [Term 1980-1984],1968-1986,UA RG 0003.001.013.003,Biographical History Files,1968-1986,,Inauguration,1981,,,,,,"Guest packet for Silverman�s inauguration (1981), speeches from inauguration, and press releases.",,,Mixed materials,Box,1,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.013,Records Of President Paul Hyman Silverman [Term 1980-1984],1968-1986,UA RG 0003.001.013.004,Administrative Files,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.014,Records Of President Arthur Menzies Johnson [Term 1984-1986],1970-1990,UA RG 0003.001.014.001,Correspondence,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.014,Records Of President Arthur Menzies Johnson [Term 1984-1986],1970-1990,UA RG 0003.001.014.002,Subject Files,1970-1986,,Public Relations,1970-1986,,,,,,"Press releases issued by the Department of Public Information and Central Services during Johnson�s time at the University of Maine on a range of subjects (1970-1986). Also, photographs of Johnson (1984).",,,Mixed materials,Box,1,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.014,Records Of President Arthur Menzies Johnson [Term 1984-1986],1970-1990,UA RG 0003.001.014.002,Subject Files,1970-1986,,Service Excellence Efficiency Pins,1984,,,,,,University of Maine Service Excellence Efficiency Pins which were introduced by Johnson to reward students with at least a 3.5 average.in semester one (1984).,,,Mixed materials,Box,1,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.014,Records Of President Arthur Menzies Johnson [Term 1984-1986],1970-1990,UA RG 0003.001.014.003,Biographical History Files,1970-1990,,Publicity,1970-1984,,,,,,"Various newspaper clippings on Johnson regarding his appointment as chair in the history department (1970), his appointment as president and changes to administration (1984).",,,Mixed materials,Box,1,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.014,Records Of President Arthur Menzies Johnson [Term 1984-1986],1970-1990,UA RG 0003.001.014.003,Biographical History Files,1970-1990,,Addresses & Speeches,1971-1986,,,,,,"University of Maine Fall Convocation program (1985), convocation speech (1984), copy of speech by Johnson titled �A Rational Path To Economic Development In Maine� (1971), invitation to celebrate changing of the University�s name from �University of Maine at Orono� to �University of Maine� (1986), and summer session catalog (1984).",,,Mixed materials,Box,1,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.014,Records Of President Arthur Menzies Johnson [Term 1984-1986],1970-1990,UA RG 0003.001.014.003,Biographical History Files,1970-1990,,Biographical Profile,1982-1990,,,,,,"Curriculum vitae for Johnson, facsimile of Johnson�s entry in �Who�s who in America� (1982-1983 & 1989-1990), University of Maine at Orono Bulletin article on Johnson (1984), and facsimile of University of Maine Board of Trustee�s minutes on the recommendation of Johnson as Acting President (1984).",,,Mixed materials,Box,1,Folder,5,,,,,,,,,,,,,,
UA RG 0003.001.014,Records Of President Arthur Menzies Johnson [Term 1984-1986],1970-1990,UA RG 0003.001.014.004,Administrative Files,1984-1986,,Memorandums,1984-1986,,,,,,"Various memorandums from Johnson to University of Maine faculty, staff and students on a range of subjects, including: staff appointments, lectures, enrollment, budgets, convocation, conferences, goals and strategies and funding.",,,Mixed materials,Box,1,Folder,6,,,,,,,,,,,,,,
UA RG 0003.001.015,President Dale Wesley Lick Records [Term 1986-1991],1986-1993,UA RG 0003.001.015.001,Correspondence,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.015,Records Of President Dale Wesley Lick [Term 1986-1991],1986-1993,UA RG 0003.001.015.002,Subject Files,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.015,Records Of President Dale Wesley Lick [Term 1986-1991],1986-1993,UA RG 0003.001.015.003,Biographical History Files,1986-1993,,Biographical Profile,1986-1991,,,,,,"Photograph of Lick, facsimile Lick�s entry in �Who�s who in America� (1986-1987 & 1990-1991), curriculum vitae (1986 & 1990), invitation to attend installation of Lick as president (1987), press releases and newspaper clippings regarding his appointment (1987), installation address and program (1987), and his wife Marilyn (1987). Also, holiday greetings from Lick and a list of Lick�s major accomplishments at the University of Maine (1991)",,,Mixed materials,Box,1,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.015,Records Of President Dale Wesley Lick [Term 1986-1991],1986-1993,UA RG 0003.001.015.003,Biographical History Files,1986-1993,,Publicity,1987-1993,,,,,,"Various newspaper clipping concerning Lick, particularly the controversy around his resignation as president of Florida State University (1993). Also, Lick�s appointment as president at Florida State University (1991), various articles on Lick during his tenure at the University of Maine (1987-1991), and his departure (1991).",,,Mixed materials,Box,1,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.015,Records Of President Dale Wesley Lick [Term 1986-1991],1986-1993,UA RG 0003.001.015.003,Biographical History Files,1986-1993,,Press Releases,1986-1990,,,,,,"Various University of Maine press releases regarding Lick and also his wife Marilyn (1986-1990) and on a range of subjects, including student athletics, scholarships, enrollment, awards given to Lick and the University, homecoming, construction projects, and special events at the University of Maine.",,,Mixed materials,Box,1,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.015,Records Of President Dale Wesley Lick [Term 1986-1991],1986-1993,UA RG 0003.001.015.004,Administrative Files,1985-1991,,Memorandums,1985-1991,,,,,,"Various memorandums from Lick to University of Maine staff and students on a range of subjects including: University of Maine�s involvement with an American University in Bulgaria (1991), staff promotions and academic reorganizations (1988-1991), awards (1991),  racist incidents (1991), budget (1989-1991), start of new academic year (1990), the University of Maine�s Policy and Procedures on Alleged Misconduct in Research and Other Scholarly Activities (1990), report to State of Maine legislators (1990), Program Planning Project (1987-1989) including copy of plan, Employee Assistance Program (1998), and details of various University events, special weeks, and commemorations (1987-1990). ",,,Mixed materials,Box,1,Folder,4,,,,,,,,,,,,,,
UA RG 0003.001.017,Records Of President Peter S. Hoff [Term 1997-2004],1998-1999,UA RG 0003.001.017.001,Correspondence,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.017,Records Of President Peter S. Hoff [Term 1997-2004],1998-1999,UA RG 0003.001.017.002,Subject Files,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.017,Records Of President Peter S. Hoff [Term 1997-2004],1998-1999,UA RG 0003.001.017.003,Biographical History Files,,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.017,Records Of President Peter S. Hoff [Term 1997-2004],1998-1999,UA RG 0003.001.017.004,Administrative Files,1998-1999,,Strategic Planning,1998-1999,,,,,,"Booklet from University of Maine President�s Development Council (1999), University of Maine BearWorks 2.0: An Action Plan (1998-1999), use of Coca-Cola funds (1999), and report with Hoff�s response to the report of the Blue Ribbon Panel to Review the Student Experience at the University of Maine (1998). ",,,Mixed materials,Box,1,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.019,Records Of President Paul W. Ferguson [Term 2011-2014],2012,UA RG 0003.001.019.001,Correspondence,2012,,,,,,,,,,,,Mixed materials,,,,,,,,,,,,,,,,,,
UA RG 0003.001.019,Records Of President Paul W. Ferguson [Term 2011-2014],2012,UA RG 0003.001.019.002,Subject Files,2012,,Campaign Maine ,2012,,,,,,Copies of a �Campaign Maine� publication.,,,Mixed materials,Box,1,Folder,1,,,,,,,,,,,,,,
UA RG 0003.001.019,Records Of President Paul W. Ferguson [Term 2011-2014],2012,UA RG 0003.001.019.002,Subject Files,2012,,Leadership Week ,2012,,,,,,Programs from Leadership Week and copies of a speech delivered at a �Distinguished Presidential Lecture and Luncheon� by Gregory G. Johnson as part a Leadership Week event.,,,Mixed materials,Box,1,Folder,2,,,,,,,,,,,,,,
UA RG 0003.001.019,Records Of President Paul W. Ferguson [Term 2011-2014],2012,UA RG 0003.001.019.002,Subject Files,2012,,Blue Sky Project ,2012,,,,,,Copies of �The Blue Sky Project� report and executive summary.,,,Mixed materials,Box,1,Folder,3,,,,,,,,,,,,,,
UA RG 0003.001.019,Records Of President Paul W. Ferguson [Term 2011-2014],2012,UA RG 0003.001.019.003,Biographical History Files,2012,,Inauguration ,2012,,,,,,Programs from Ferguson�s inauguration as University of Maine president and various certificates from academic and state institutions congratulating Ferguson on his appointment.,,,Mixed materials,Box,1,Folder,4a,,,,,,,,,,,,,,
UA RG 0003.001.019,Records Of President Paul W. Ferguson [Term 2011-2014],2012,UA RG 0003.001.019.003,Biographical History Files,2012,,Inauguration ,2012,,,,,,Programs from Ferguson�s inauguration as University of Maine president and various certificates from academic and state institutions congratulating Ferguson on his appointment.,,,Mixed materials,Box,1,Folder,4b,,,,,,,,,,,,,,
UA RG 0003.001.019,Records Of President Paul W. Ferguson [Term 2011-2014],2012,UA RG 0003.001.019.004,Administrative Files,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
